body,category
vida rescatada persona cayó canal san carlos altura isabel católica tobalaba comuna providencia pese esfuerzos hechos reanimarlo posible hombre falleció lugar momento desconoce identidad víctima según informado trataría persona mayor edad relacionadadetalle1010946 procedimiento rescate realizado mañana bomberos seguridad ciudadana obligó interrumpir tránsito nueva tajamar hacia andrés bello hora aún mantiene cortado igual puente permite acceso estacionamiento mall costanera center mientras persona rescatada finalmente altura puente frente centro comercial,Ciencias y Tecnologia
evacuación zonas costeras comenzó distintas ciudades territorio nacional luego jornada onemi emitiera alerta tsunami menor tras terremoto 81 registró tarde nueva zelanda estima primeras olas llegarán isla pascua 100 mientras masa agua tocará territorio continental después 400 altura olas superior metro rango evacuación 80 metros costa relacionadasdetalle10139601013957 primera comuna iniciar proceso desocupación playas rapa nui carabineros chile 6 comisaria isla pascua encuentra realizando servicios preventivos borde costero finalidad informar ciudadanía alerta tsunami todas costas chilenas declaró mayor pablo salazar mismo ocurre comunas ubicadas zonas costeras antofagasta chañaral realizan patrullajes evitar llegada personas playa comenzó evacuación dichato región biobío cobquecura ñuble ambas localidades siendo custodiadas carabineros fuerzas armadas mientras sur puerto saavedra personal policial vigila borde costero verificar personas encuentren zona segura respeten instrucciones autoridad situación compleja vivió tocopilla carabineros debió evacuar comunidad gitana encontraba instalada playa salitre fin resguarden amenaza tsunami alerta roja espera llegada tsunami onemi elevó emergencia declaró alerta roja comunas zonas costeras relacionadasdetalle10139491013936 alerta encuentra vigente hoy condiciones así ameriten anterior procede cancelar alerta amarilla comunas borde costero nacional incluyendo territorio insular territorio chileno antártico amenaza tsunami encontraba vigente hoy 04 marzo 2021 señaló organismo través comunicado,Ciencias y Tecnologia
carabineros confirmaron inicio sumario administrativo tras muerte hombre permanecía detenido 51a comisaría pedro aguirre cerda según información entregada misma institución policial emol persona quitado vida interior calabozo además antecedentes entregados ministerio público respectivas indagatorias paralelo instrucción prefectura iniciar investigación interna determinar cómo ocurrieron hechos terminaron vida persona tarde fiscal sur juan cheuquiante señaló tras conocerse deceso joven constituimos fiscalía sitio suceso conjunto personal especializado brigada homicidios pdi antecedentes recabados constatados análisis cámaras trabajo inspección trabajo sitio suceso corroborado médico policía investigaciones chile pudo determinar participación terceras personas sostuvo según dijo persecutor cuerpo encuentra servicio médico legal espera resultado autopsia encuentran desarrollo demás instrucciones entregadas bh,Ciencias y Tecnologia
luego meses ausencia debido paralización grabaciones pandemia coronavirus teleserie verdades ocultas cerca regresar pantalla mega producción dramática protagonizada actrices camila hirane carmen zabala retomará emisiones próximo lunes 19 octubre 1530 horas recordar cómo quedó historia lunes 12 1530 horas emitirá previa retorno ficción últimos capítulos salieron aire pandemia espera reanudación teleserie invitamos repasar características especiales teleserie variadas muertes personajes largo desarrollo historia cobertura completa,"Crimen, delitos y justicia"
detectives brigada homicidios san antonio policía investigaciones pdi detuvieron hombre 32 años responsabilidad autor doble homicidio arma fuego perpetrado pasado 22 noviembre comuna tabo según informó policía civil imputado junto sujeto acudieron domicilio víctimas lugar rencillas anteriores dispararon 17 oportunidades provocando muerte ambas personas comisario robinson alarcón dijo caso personal pdi detuvo sujeto 32 años antecedentes previos responsabilidad doble homicidio ocurrido calle chahual comuna tabo añadió implicados caso presentó cuartel carabineros personal uniformado inmediato dio aviso funcionarios pdi coordinación fiscal materializaron detención finalizar añadió continúan pesquisas atrapar segundo implicado hecho criminal,"Crimen, delitos y justicia"
muerte vicente cantatore 85 años desató múltiples reacciones mundo fútbol relacionadadetalle1009467 ex futbolista dt finalista copa libertadores dos oportunidades cobreloa dirigió argentina españa siendo ídolo valladolid sorprendió diversos clubes europeos reaccionaran luego noticia fallecimiento propio valladolid dio conocer información sumaron condolencias real madrid sevilla cuenta twitter liga anfp equipos cobreloa rangers santiago wanderers colo colo universidad católica elías figueroa publicó mensaje hoy enteré fallecimiento amigo don vicente cantatore hombre fútbol grandísima persona dejo aquí saludo respetos familia conocimos persona,"Crimen, delitos y justicia"
administración condominio reside igor yaroslav gonzález gonzález expareja principal sospechoso femicidio maría isabel pavez descartó vulneración seguridad edificio día ingresó cabe recordar adolescente encontrada vida departamento hombre nacionalidad mexicana según plantean comunicado registrada portería guardias conocían documento da cuenta día hora joven ingresó junto gonzález edificio víctima entró 17 diciembre 1530 horas acuerdo registros cámaras condominio compañía arrendatario departamento volvió salir situación lamentamos víctima familia posteriormente descartaron fallas seguridad condominio control acceso víctima ubicada guardias venido ocasiones puede ser responsabilidad administración comité hecho tan grave cometido arrendatario hace año realizaba trabajos informáticos domicilio extraño gonzález saliera departamento concluyeron investigación crimen maria isabel sumó nuevos antecedentes luego transmisión instagram supuesto amigo sospechoso revelara información comprometedora amigo mexicano computín otaku informático polola linda pese chico feo si hueón llegara pedirme refugio persiguiendo diría cuido pasando haría igual afirma video podría ser citado declarar próximos días ahora pocos datos manejan principal sospecho muerte maría isabel pavez complicado búsqueda nombre completo igor yaroslav gonzález gonzález nacionalidad mexicana 26 años vivía departamento ubicado centro santiago llegó hace 7 años país aunque desconoce ingresó presume hizo paso habilitado tampoco sabe trabajaba vincula grupos visual key movimiento músicos japoneses cuya estética apunta variados maquillajes pienados trajes extravagantes además seguidor eventos animé cuanto vínculo maría isabel pavez conoce mantuvo relación joven día muerte escasos datos entorno joven funcionarios policía investigaciones buscan ayuda comunidad entregue datos proporcione información dar paradero lorena garcía amiga víctima hizo circular descripción física gonzález brazo izquierdo cruz grande lunar debajo labio catarata ojo siempre tapaba sobrepeso pelo negro acento mexicano brenda hermana maría isabel pavez hecho constantes llamados través cuenta facebook amigos seguimos búsqueda igor yaroslav gonzález gonzález nacionalidad mexicana 26 años mide 160 aproximadamente ahora pdi continúa trabajando dar posibles responsables muerte joven 22 años enfrentarán justicia delito femicidio si víctima testigo violencia hacia mujer fono orientación dispuesto minmujeryeg 1455 número puede marcar teléfono fijo celular ahí brindan orientación ayudar víctimas maltrato guían mecanismos realizar denuncia nota informa proceso curso involucrados deben ser considerados culpables justicia determine ver cobertura completa,"Crimen, delitos y justicia"
jornada primer trámite constitucional pleno cámara aprobó general 99 votos favor 38 nueve abstenciones proyecto ley excluye jurisdicción tribunales militares conocimiento delitos comunes cometidos militares rigor trata modificación artículo 5º código justicia militar reemplaza indicación señala jurisdicción militar corresponde conocimiento delitos exclusivamente militares asimismo proyecto indica corresponderá siempre tribunales ordinarios conocimiento juzgamiento delitos comunes cometan militares incluso respecto militares iniciativa retornó comisión defensa cámara sala realizaron indicaciones cabe señalar autoría moción corresponde grupo transversal diputados incluyen jorge brito rd maya fernández ps francisco eguiguren rn manuel matta dc josé pérez pr patricio rosas ind guillermo teillier pc jaime tohá ps matías walker dc exdiputado mario desbordes hoy ministro defensa iniciativa brito indicó razones chile continúe justicia militar justicia resto país hoy día logramos avance significativo entendemos hacia acá debemos avanzar delitos comunes fraude fisco malversación fondos público abuso sexual juzgados cara país garantías debido proceso tribunal civil tribunal militar contradicción si misma imagínese juez militar parte cadena mando ejército juzgando colegas armas evitar consecuencia esperamos proyecto continúe rápida tramitación agregó comentarios sección exclusivos suscriptores suscríbase aquí,"Crimen, delitos y justicia"
martes 20 octubre séptimo juzgado garantía santiago rechazó petición hizo defensa sebastián zamora carabinero acusado empujar joven 16 años puente pío nono hacia río mapocho tener acceso videos cámaras pendrives encontraban casillero institucional abogada zamora nubia vivanco solicitó tribunal permiso acceder dos cámaras gopro tarjetas memoria pendrives encuentran imágenes sucedió pasado 2 octubre considerarlo evidencia sustancial definir diligencias acciones seguir según información recogida bbcl petición rechazada juez mario cayul ahora mientras persecutora alta complejidad fiscalía centro norte ximena chong recibió autorización revisar cámaras además solicitó ampliar orden revisar tres pendrives zamora guardaba casillero sólo creía actualmente zamora encuentra prisión preventiva hechos 2 octubre mientras culmina investigación fiscalía acusa homicidio frustrado manifestante asimismo encuentra proceso expulsión carabineros revelar institución llevaba consigo cámara registró suceso parte fiscalía hace seis días abrió nueva investigación joven lanzado río mapocho desórdenes públicos levantamiento barricadas fuentes desconciertobbclcnn chile,"Crimen, delitos y justicia"
según recuento reuters unidos pierden 800 vidas cada día causa virus acuerdo promedio semanal menos pico 2806 muertes diarias 15 abril primeros meses pandemia 200000 muertes consideradas número máximo vidas probablemente perderían unidos virus principios mes presidente unidos donald trump defendió manejo crisis admitió minimizó peligro coronavirus principio quería crear pánico solo seis semanas elecciones 3 noviembre trump detrás rival demócrata joe biden todas grandes encuestas opinión codo codo clave manejo trump pandemia subsiguiente recesión económica dañado posición votantes trump cuestionado frecuentemente consejo expertos científicos plazos vacuna reapertura escuelas negocios uso máscarilla presidente negado apoyar mandato nacional uso protectores faciales celebrado grandes mítines políticos pocos llevaban director centros control prevención enfermedades cdc unidos robert redfield dijo recientemente congreso mascarilla proporcionaría protección garantías vacuna sólo ampliamente disponible finales segundo trimestre tercer trimestre 2021 trump refutó plazo vacuna dijo podría disponible cuestión semanas elecciones viernes dijo espera estadounidenses vacuna abril biden menudo lleva mascarilla dicho exigiría país advertido aprobación apresurada vacuna diciendo déjenme ser claro confío vacunas confío científicos confío donald trump instituto salud universidad washington pronosticó muertes coronavirus llegarán 378000 finales 2020 cifra muertes diarias disparará 3000 día diciembre 70 personas unidos perdido vidas virus 65 años según datos cdc sureños texas florida contribuyeron mayor cantidad muertes unidos últimas dos semanas seguidos cerca california california texas florida tres poblados unidos registrado infecciones coronavirus superan hace tiempo nueva york epicentro brote principios 2020 país conjunto reportando 42000 nuevas infecciones diarias promedio,"Crimen, delitos y justicia"
crédito 24 horas,"Crimen, delitos y justicia"
muertes diarias covid19 europa aumentaron casi 40 comparación semana anterior según confirmó organización mundial salud oms bbc margaret harris vocera organización dijo francia españa reino unido países bajos rusia representaron mayoría nuevas infecciones mundo continente europeo aumentaron tercio semana preocupación unidades cuidados intensivos hospitales comenzando llenarse gente enferma advirtió oms informó martes total semana pasada reportaron casi tres millones nuevos casos coronavirus mundo alcanzando nuevo récord semanal empezó pandemia autoridades españolas volvieron imponer medidas restricción toque queda nocturno resurgimiento casos fuente imagen epa autoridades españolas volvieron imponer medidas restricción toque queda nocturno resurgimiento casos fuente imagen epa 25 octubre registrado total 42 millones casos 11 millones muertes mundo 28 millones casos nuevos cerca 40000 nuevas muertes semana pasada informó oms comunicado casos aumentando regiones américa mediterráneo oriental áfrica rusia informó martes récord diario 320 muertes eleva balance 26589 país cuarto mayor número casos covid19 mundo después unidos india brasil país registraron 16550 infecciones solo martes autoridades hecho obligatorio uso mascarillas lugares concurridos miércoles fuerte aumento casos italia 221 muertes anunciadas últimas 24 horas si bien infecciones aumentaron casi 22000 día autoridades dijeron número pruebas realizadas incrementado varios pueblos ciudades italia registraron protestas lunes noche nueva ronda restricciones varias ciudades italianas turín registraron protestas enfrentamientos policía nuevas restricciones pandemia fuente imagen getty imagesgoogletagcmdpushfunction googletagdisplaydivgptad15482659301510 varias ciudades italianas turín registraron protestas enfrentamientos policía nuevas restricciones pandemia fuente imagen getty images,"Crimen, delitos y justicia"
tarde sábado tras solicitar renuncia director general carabineros mario rozas condenar violencia adolescente 16 años empujado ribera río mapocho diputado región ohiggins jefe bancada ppd informó recibió diversas amenazas través perfil instagram realizó llamado directo atentar vida forma violenta diputado soto explicó puso antecedentes disposición cámara diputados haga denuncia ministerio público investigue quién detrás ataques cobardes sólo afecta sino familia amenazas violentas recibí mantuvieron altas horas madrugada domingo creo hechos carácter gravísimo dan contexto intenta dividir país temas pueden tener doble lectura derechos humanos seguiré condenando violencia venga venga asimismo añadió podemos tolerar tipo acciones plena democracia sido consecuente defender personas derechos humanos nadie puede venir amedrentarme hacer trabajo fiscalizar pedir responsabilidades políticas,"Crimen, delitos y justicia"
corte suprema japón autorizó miércoles revisión juicio condenado muerte considerado antiguo mundo anunciaron miércoles abogados iwao hakamada japonés 84 años lleva 48 años corredor muerte tras haber sido condenado 1968 pena capital cuatro asesinatos hakamada ex boxeador confesado crimen tras varias semanas interrogatorios luego retractado entonces dejó clamar inocencia 1980 condena confirmada apelación relacionadadetalle1006671 2014 tribunal liberó después pruebas adn pusieran duda culpabilidad decidió debía ser juzgado nuevamente embargo 2018 tribunal supremo tokio cuestionó fiabilidad test anuló decisión finalmente corte suprema japón falló miércoles favor hakamada hecho caminemos hacia revisión juicio buena noticia aún tiemblan manos escribió abogado yoshiyuki todate blog personal últimos años multiplicaron japón demandas revisión juicios favorecidas cambios sistema judicial concretamente creación jurados populares crímenes graves obligación fiscales presenten pruebas materiales defensa acusados pidan condenas basen únicamente confesiones años 80 cuatro condenados muerte declarados inocentes país varias décadas después primera condena,"Crimen, delitos y justicia"
consejo defensa amplió querella esposa excomandante jefe ejército juan miguel fuentealba delito lavado activos acuerdo informado radio bío bío acción judicial anita maría pinochet enmarca acusación enfrenta junto esposo incrementar patrimonio 280 siete años cde realizó dicha imputación base informes antecedentes declaraciones testigos propia imputada contenidos investigación consignados detalle querella querella interpuso 2019 séptimo juzgado garantía santiago siendo primera fisco dirigida hacia esposa general retiro delito permite ampliar acción hacia pinochet ribbeck malversación reiterada caudales públicos cometido parte cónyuge ex comandante jefe conforme auto procesamiento dictado asciende suma aproximada día hoy 3500 millones pesos miguel chaves abogado anita maría pinochet señaló radio bío bío noticia indigna intervenimos causa indigno haga notificación prensa siquiera tribunales pronunciando acerca admisibilidad querella efectuado filtración hacerse responsable manifestó agregando parece acción comunicacional busca suplir vía medios déficit probatorios así agregó si leído antecedentes aportó defensa querella presentada sentenció chaves según señala documento pinochet junto fuentealba ocultaron disimularon aprovecharon dineros pleno conocimiento ilícito pasado 22 octubre ministra corte apelaciones santiago romy rutherford procesó excomandante jefe ejército general r juan miguel fuentealba presunto uso avión institucional viajes personales acusándolo delito malversación caudales públicos fuentealba procesado causa procesamiento viajado 38 ocasiones puerto velero balneario ubicado región coquimbo haciendo uso avión ejército cargo recursos fiscales antecedentes investigación dan cuenta fuentealba realizado dichos viajes amigos familia serena luego trasladarse vehículo puerto velero,"Crimen, delitos y justicia"
carabineros detuvo últimas horas hombre dado muerte pareja hijo 4 años norte chile operativo produjo luego llamado alerta tenencia huara región tarapacá movilizó efectivos policiales domicilio poblado sibaya lugar encontró mujer menor edad vida procedió detener sujeto 34 años iniciales aevb presunto autor crimen según información policía uniformada encontró arma fuego dentro vivienda pudo haber sido utilizada hombre momento macabro suceso fiscal javier gutiérrez determinó investigaciones realizadas labocar os9 tarapacá encuentran esclareciendo causas circunstancias ocurrido coronel cristian monroy mora informó dinámica crimen desconoce hechos ocurrido interior domicilio respecto elementos encontrados hogar uniformado indicó individuo quiso deshacer huyendo lugar botándolos río arma homicida recuperada personal especializado monroy agregó pareja hija presentó lesiones igualmente derivada centro médico iquique nota informa proceso curso involucrados deben ser considerados culpables justicia determine,"Crimen, delitos y justicia"
corte apelaciones san miguel rebajó penas deberán cumplir 13 miembros ejército retiro responsabilidad delito homicidio calificado 38 campesinos asentamientos comuna paine ejecutados cuesta chada quebrada quillayes 1973 sentencia cuarta sala tribunal alzada recalificó secuestros calificados homicidios calificados rebajó sanción penal deberán cumplir condenados jorge romero campos osvaldo magaña bau juan quintanilla jerez 15 años presidio autores delitos carlos kyling schmidt arturo fernández rodríguez sentenciados 10 años presidio josé vásquez silva carlos lazo santibáñez juan opazo vera rodrigo pinto labordarie jorge saavedra mesa víctor sandoval muñoz carlos durán rodríguez raúl areyte valdenegro deberán cumplir 5 años día presidio caso exoficial carabineros nelson iván bravo espinoza sentenciado 5 años presidio beneficio libertad vigilada intensiva igual lapso autor dos delitos secuestro simple si bien acusación tribunal señala cometido delitos secuestro calificado fecha cometerse hechos investigados presente causa pudo configurarse dicha figura típica contenida artículo 141 código penal víctimas estableció considerandos décimo tercero trigésimo primero detenidos posterioridad ejecutados victimarios plantea fallo respecto víctimas dio establecido ejecutados casos encuentra acompañado respectivo certificado defunción josé domingo adasme núñez pedro antonio cabezas villegas ramón alfredo capetillo mora josé ignacio castro maldonado patricio loreto duque orellana josé germán fredes garcía luis alberto gaete balmaceda carlos enrique gaete lópez rosalindo delfín herrera muñoz luis rodolfo lazo maldonado samuel tránsito lazo maldonado carlos enrique lazo quinteros samuel altamiro lazo quinteros rené rosario maureira gajardo jorge hernán muñoz peñaloza mario enrique muñoz peñaloza ramiro antonio muñoz peñaloza silvestre rené muñoz peñaloza carlos alberto nieto duarte andrés pereira salsberg laureano quiroz pezoa roberto estevan serrano galaz luis silva carreño basilio antonio valenzuela álvarez prosigue efecto artículo 141 inciso final código penal vigente época ocurrir hechos disponía si encierro detención prolongare noventa días si resultare daño grave persona intereses encerrado detenido pena presidio mayor cualquiera grados contemplaba figura secuestro provocando muerte víctima entonces hechos concuerdan figura secuestro calificado manera alterar hechos contenidos acusación establecidos sentencia primera instancia ilícito cometió homicidio calificado respecto cuales medió alevosía corte san miguel explicaron conformidad hechos establecidos si bien podríamos presencia alguna figura secuestro apremios ilegítimos conforme principio consunción conductas ilícitas cometidas antecedentes medios etapas desarrollo consecuencias deben considerarse absorbidas homicidio calificado trata figura mayor lesividad afectar bien jurídico derecho vida razones homicidio calificado subsume figuras penales pudieran concurrir presente caso alevosía requisitos respectivos concurren presente caso concluye homicidio calificado cometido mediando calificante efecto víctimas detenidas grupo militares siendo conducidas absoluta indefensión sectores encontraban personas ejecutadas grupo fusileros miembros ejército chile mando teniente osvaldo andrés alonso magaña bau forma concurren requisitos objetivos subjetivos hacen procedente circunstancia mencionada agentes obraron seguro persiguiendo impunidad indefensión víctimas forma previa hecho ilegítimo existe preordenación intelectiva medios finalidad asegurar resultado evitar riesgos defensa fallo adoptado voto ministro simpértigue relación aplicar especie media prescripción alegada,"Crimen, delitos y justicia"
coalición negra derechos presentó hoy fiscalía brasil solicitud investigación red francesa supermercados carrefour homicidio hombre negro unidades alianza reúne 150 organizaciones pidió indagar responsabilidad empresa seguridad vector pertenecía dos agentes blancos pasado jueves golpearon muerte soldador joao silveira freitas centro comercial porto alegre capital rio grande do sul según abogada coalición sheila carvalho compañía vigilancia cumple además misiones supermercado extra allí historial violencia carvalho precisó representación busca responsabilizar carrefour episodio violencia étnica aislado varias violaciones derechos humanos connotaciones raciales coalizão negra direitos repudia espancamento joão alberto silveira até morte seguranças dos supermercado carrefourbrasil na cidade porto alegre leia nota completa httpstcocthehhgwjv boicotenacionalaocarrefour carrefourracista vidasnegrasimportam pictwittercomg6us1k60pb parte cientos personas retomaron calles lunes porto alegre protestar muerte afrobrasileño silveira freitas jornada acabó choques grupo manifestantes policía vidas negras importan paren matarnos leía carteles camisetas racismo protestaron cuarto día consecutivo marcharon dicha ciudad repudiar hecho acaecido pasada semana marcha pacífica llegó ocupar avenida interrumpiendo tránsito frente sucursal carrefour zona porto alegre adonde desplegaron varias decenas uniformados proteger supermercado brasil muerte afrodescendiente recibió paliza manos policías supermercado carrefour porto alegre desató protestas muchas ciudadesno primera vez ejerce tal brutalidadasvidasnegrasimportampictwittercomsxrat9wszz carrefour asesino carrefour asesino gritaron personas participantes filial brasileña grupo francés pedían pancarta justicia beto conocida víctima tras tres horas movilización pequeño número manifestantes trató causar destrozos inmediaciones supermercado lanzó piedras fuegos artificiales policía dispersó gases lacrimógenos balas goma brasil l manifestantes reuniram pelo terceiro dia consecutivo protestar assassinato joão alberto morto dentro uma loja do carrefour em porto alegre pedir fim do racismo vidasnegrasimportam vidaspretasimportam httpstcoxas8gagsgm silveira fleitas golpeado asfixiado dos guardias seguridad además policía servicio cinco minutos perder vida supermercado carrefour noche pasado jueves brutal crimen filmado escenas circulan redes sociales dos agresores bajo arresto carrefour cuyas acciones perdieron jornada 535 ciento índice ibovespa anunció fondo 25 millones reales 48 millones usd promover acciones racismo sabemos podemos reparar pérdida vida señor joão alberto movimiento primer paso empresa combatir prejuicios racismo estructural urgente brasil gane fuerza aún apoyo sociedad indicó empresa comunicado acciones carrefour cayeron 6 bolsa san pablo indignación brutal muerte jueves pasado hombre negro manos vigilantes supermercado grupo porto alegretitulardehoy carrefour cuyas acciones perdieron jornada 535 ciento índice ibovespa anunció fondo 48 millones dólares promover acciones racismo además rescindió inmediato contrato agencia provee servicios seguridad instalación director general carrefour alexandre bompard expresó viernes twitter condolencias tras acto horrible estimó imágenes insoportables em primeiro lugar gostaria expressar meus profundos sentimentos após morte do senhor joão alberto silveira freitas as imagens postadas nas redes sociais são insuportáveis hecho generó protestas río janeiro sao paulo manifestantes denuncian expresión racismo sistémico afecta país hace siglos presidenta instituto mujer negra maria silva oliveira sociedad puede permitir modelo organización racista así despidieron ayer joão alberto ciudadano afrobrasileño asfixiado 4 minutos frente 15 testigos tienda carrefour porto alegre brasil carrefourracista vidasnegrasimportamvía brasildefatopictwittercomb34crnvimp población negra experimentando proceso histórico exclusión marginación deshumanización crimen lugar dentro tienda ningún intento detener paliza hora sociedad reflexione modelo civilización imperante remarcó obrero resultó muerto enterrado pasado sábado breve ceremonia ataúd extendió bandera azul club fútbol favorito sao josé cortesía telesur podría interesar,"Crimen, delitos y justicia"
ministerio salud ofreció nuevo reporte covid19 miércoles informó cifra 18 fallecidos últimas 24 horas destacando trata número bajo últimos 90 días hoy registrado cifra baja fallecidos últimos 90 días pedimos chile ser cuidadosos responsables cumplir medidas sanitarias señaló ministro enrique paris cuanto contagiados subsecretario redes asistenciales arturo zúñiga informó registraron 1305 nuevos casos últimas 24 horas 918 síntomas 353 asintomáticos 34 notificados actualización número contagiados inicio pandemia subió 439287 mientras decesos suman 12058 casos activos 15377 parte subsecretaria prevención delito katherine martorell informó comunas pudahuel independencia bosque pasarán cuarentena transición partir lunes 21 septiembre 0500 horas mismo quillota región valparaíso calama antofagasta comunas retrocederán paso paso caso san fernando entrará nuevo transición pichidegua pasará cuarentena biobío curanilahue álamos lebu pasarán cuarentena maule comuna licantén pasará paso 3 preparación 1 cuarentena mientras zona urbana talca irá preparación transición finalmente zona urbana maullín región lagos pasará preparación cuarentena medidas harán efectivas partir viernes 18 septiembre 0500 horas,"Crimen, delitos y justicia"
ministro interior rodrigo delgado instruyó subsecretario cartera juan francisco galli viajé hoy primera hora panguipulli región ríos luego muerte ayer joven disparo carabinero relacionadasdetalle10114821011476 7 mañana programado autoridad salga santiago llegue zona anoche vivió incendio municipalidad oficinas públicas protestas personas mientras hoy pasará control detención funcionario carabineros autor disparo mató joven hacía malabarismo calles hecho ocurrió ayer tarde según aprecia videos publicados redes sociales joven implementos realizaba malabarismos dos funcionarios policiales armados efectúa disparos suelo instante víctima ve corre hacia responde disparándole tiro provocó muerte carabineros explicó trataba control identidad rutinario fallecido opuso entregar carnet ahí produjo discusión funcionario debió usar arma legítima defensa propia embargo fiscal zona dispuso detención carabinero hecho concretó brigada homicidios pdi solo panguipulli manifestaciones registraron protestas disturbios menos santiago concepción muerte joven,"Crimen, delitos y justicia"
miércoles 16 septiembre ministro salud enrique paris entrega reporte diario covid19 indicó minsal colaborará justicia ser consultado disposición institución entregar antecedentes solicitados investigación muertes virus indagatoria surge tras querella acusación presentada juez tribunal competente interpuesta alcalde recoleta región metropolitana daniel jadue apunta presidente sebastián piñera exministro salud jaime mañalich actuales subsecretarios paula daza arturo zúñiga delitos denegación auxilio cuasidelito homicidios víctimas pandemia comuna parte según información recogida radio bíobío fiscalía centro norte solicitó corte suprema ordene ministro salud entregar información requerida anteriormente ministro paris opuso diligencia personal fiscalía pdi policía investigación pese contaban orden judicial intentaron éxito allanar dependencias extraer correos electrónicos autoridades sanitarias según tercera argumento minsal reserva especial dichas comunicaciones seguridad nacional mientras defensa querellados mantienen información relevante ver compra ventiladores miércoles senador alejandro navarro pro solicitó fiscal centro norte región metropolitana xavier armendáriz requiriera autorización corte suprema incautar correos electrónicos exministro salud jaime mañalich subsecretaria salud paula daza marco investigación muertes covid19 registradas últimos meses parlamentario exigió trámite calidad querellante luego mes junio interpusiera acción judicial autoridades sanitarias muertes atribuidas pandemia aludiendo caso específico fallecimientos región bío bío fuentes desconciertoel mostrador,"Crimen, delitos y justicia"
punto inflexión obliga actuar ahora decisión urgencia palabras presidente sebastián piñera firmó domingo proyecto ley crimen organizado va dotar policías fiscalía tribunales justicia nuevos poderosos eficaces instrumentos incrementar penas asociadas delitos sido anunciado mandatario miércoles pasado medio promulgación reforma establece escaños reservados pueblos indígenas convención constitucional instancia piñera refirió balacera registró plaza maipú terminó persona fallecida seis heridos emplazó congreso acelerar tramitación serie proyectos ley materia seguridad hoy acompañado ministros interior justicia rodrigo delgado hernán larraín subsecretarios prevención delito katherine martorell interior juan francisco galli además general director carabineros ricardo yáñez director pdi héctor espinosa presentó iniciativa busca modificar delito asociación ilícita sabemos bandas delictuales crimen organizado significado pérdida muchas vidas atemorizando barrios enteros esclavizado jóvenes destruido familias provocando inmenso daño sociedad comenzó diciendo piñera afirmó legislación actual materia data año 1874 totalmente obsoleta demostrado ser ineficaz agregando sabemos delincuencia evolucionado país demuestran frecuentes violentos enfrentamientos armados ocurren bandas narcotráfico punto inflexión obliga actuar ahora decisión urgencia mañana puede ser demasiado tarde iniciativa enviada congreso próximo días busca modificar delito asociación ilícita código penal reemplazarlo dos figuras asociación delictiva asociación criminal asociación delictiva va sancionar formen parte asociación delictiva cometer simples delitos penas privación libertad van 5 años explicó piñera mientras segunda figura va sancionar formen parte organización delictiva cometer crímenes penas privativas libertad 10 años hacer distinción tribunal considerar cantidad miembros organización magnitud recursos medios capacidad planificación acción sostenida tiempo agregó además aseguró iniciativa incluye conjunto técnicas especiales investigación agentes cubierto infiltraciones bandas interceptación conversaciones telefónicas siempre aplicar instrumentos requerirá autorización previa juez garantía proyecto establece incentivos miembros organización denuncien autoridades añadió mandatario traducirá explicó atenuantes penas presidente reforzó llamado congreso dar luz verde iniciativas agenda seguridad necesarias requieren pronta aprobación sostuvo parte ministro larraín destacó proyecto amplía efectividad investigación persecución delitos restringir uso técnicas investigativos ciertos delitos específicos sino organizados banda cometer delitos ampliamos efectividad persecución crimen organizado ésta médula transformación presentando par interior manifestó hora ponga altura poder generar herramientas altura nuevos tiempos altura perseguir bandas criminales importancia proyecto acaba firmar va dotar conjunto mejores herramientas poder perseguirlos línea calificó vital importancia avanzar proyecto hizo llamado transversalmente podamos apoyarlo podamos discutir altura miras poder tener corto plazo herramienta comentarios sección exclusivos suscriptores suscríbase aquí,"Crimen, delitos y justicia"
dirección general sanidad gobierno portugués informado sábado 3835 nuevos positivos 86 muertes coronavirus país suma 370787 casos 6063 decesos supera así barrera 6000 defunciones inicio pandemia cifras suponen 11 muertes 501 casos nuevos menos viernes 2973 pacientes hospitalizados 88 menos viernes 485 cuidados intensivos 4124 pacientes recuperados alta médica 294814 total 69910 casos considerados activos 375 jornada anterior contactos vigilancia 79503 2071 viernes regiones norte cabeza 1489 casos 43 muertes lisboa valle tajo suman 1169 positivos 29 muertes centro 796 casos 10 muertes propio primer ministro luso antónio costa aislamiento 29 diciembre contacto cercano 16 diciembre presidente francés emmanuel macron dado positivo enfermedad costa guardará 14 días aislamiento favor inicia sesión tercera acceder comentarios,"Crimen, delitos y justicia"
